,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,IBM,IBM,IBM,IBM,IBM,IBM,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-14,281.1300048828125,287.6666564941406,279.5833435058594,281.6666564941406,281.6666564941406,93798900,215.91000366210938,217.4600067138672,212.74000549316406,213.02000427246094,208.76527404785156,29480800,122.39006042480469,124.43594360351562,121.94072723388672,123.29827880859375,110.48784637451172,7848347,130.8000030517578,131.0,128.75999450683594,128.91000366210938,127.18667602539062,90221800
2021-01-15,284.0,286.6333312988281,273.0333251953125,275.38665771484375,275.38665771484375,116332800,213.52000427246094,214.50999450683594,212.02999877929688,212.64999389648438,208.4026641845703,31746500,122.63862609863281,123.55640411376953,122.05545043945312,122.74378967285156,109.99095916748047,5131153,128.77999877929688,130.22000122070312,127.0,127.13999938964844,125.44035339355469,111598500
2021-01-19,279.26666259765625,283.3333435058594,277.6666564941406,281.51666259765625,281.51666259765625,76101000,213.75,216.97999572753906,212.6300048828125,216.44000244140625,212.11695861816406,30480900,123.59464263916016,123.8910140991211,122.45697784423828,123.34607696533203,110.53067016601562,5646308,127.77999877929688,128.7100067138672,126.94000244140625,127.83000183105469,126.12112426757812,90757300
2021-01-20,286.2466735839844,286.5,279.09332275390625,283.48333740234375,283.48333740234375,76997700,217.6999969482422,225.7899932861328,217.2899932861328,224.33999633789062,219.85919189453125,37777300,123.99617767333984,125.2963638305664,122.90631103515625,124.35946655273438,111.43877410888672,5856240,128.66000366210938,132.49000549316406,128.5500030517578,132.02999877929688,130.26498413085938,104319500
2021-01-21,285.0,285.239990234375,280.47332763671875,281.663330078125,281.663330078125,61563300,224.6999969482422,226.3000030517578,222.4199981689453,224.97000122070312,220.4766082763672,30709400,124.397705078125,126.42447662353516,124.3307876586914,125.86042022705078,112.78377532958984,13116003,133.8000030517578,139.6699981689453,133.58999633789062,136.8699951171875,135.04026794433594,120150900
2021-01-22,278.10333251953125,282.6666564941406,276.2066650390625,282.21331787109375,282.21331787109375,60199500,227.0800018310547,230.07000732421875,225.8000030517578,225.9499969482422,221.43701171875,30172700,115.3919677734375,115.3919677734375,112.1988525390625,113.39388275146484,101.61249542236328,39814421,136.27999877929688,139.85000610351562,135.02000427246094,139.07000732421875,137.2108612060547,114459400
2021-01-25,285.0,300.1333312988281,279.6066589355469,293.6000061035156,293.6000061035156,123520200,229.1199951171875,229.77999877929688,224.22000122070312,229.52999877929688,224.94552612304688,33152100,113.53728485107422,114.2829818725586,112.28489685058594,113.36520385742188,101.5867919921875,14315974,143.07000732421875,145.08999633789062,136.5399932861328,142.9199981689453,141.00936889648438,157611700
2021-01-26,297.1266784667969,298.6333312988281,290.5333251953125,294.36334228515625,294.36334228515625,69394800,231.86000061035156,234.17999267578125,230.0800018310547,232.3300018310547,227.68960571289062,49169600,113.93881225585938,117.1988525390625,113.21223449707031,117.1032485961914,104.93645477294922,11186656,143.60000610351562,144.3000030517578,141.3699951171875,143.16000366210938,141.2461700439453,98390600
2021-01-27,290.1166687011719,297.1666564941406,286.2200012207031,288.0533447265625,288.0533447265625,82002000,238.0,240.44000244140625,230.13999938964844,232.89999389648438,228.24819946289062,69870600,116.7112808227539,119.3021011352539,116.2715072631836,117.0841293334961,104.91932678222656,12705239,143.42999267578125,144.3000030517578,140.41000366210938,142.05999755859375,140.16087341308594,140843800
2021-01-28,273.3333435058594,282.6666564941406,267.0,278.4766540527344,278.4766540527344,79134000,235.61000061035156,242.63999938964844,235.08999633789062,238.92999267578125,234.15777587890625,49111200,117.39962005615234,117.78202819824219,114.7896728515625,114.79923248291016,102.87183380126953,8455969,139.52000427246094,141.99000549316406,136.6999969482422,137.08999633789062,135.25732421875,142621100
2021-01-29,276.6666564941406,280.8033447265625,260.0333251953125,264.510009765625,264.510009765625,104972400,235.99000549316406,238.02000427246094,231.35000610351562,231.9600067138672,227.32701110839844,42503100,114.93307495117188,115.96558380126953,113.67112731933594,113.87189483642578,102.04084014892578,12369473,135.8300018310547,136.74000549316406,130.2100067138672,131.9600067138672,130.19590759277344,177523800
2021-02-01,271.42999267578125,280.6666564941406,265.1866760253906,279.9366760253906,279.9366760253906,76174200,235.05999755859375,242.5,232.42999267578125,239.64999389648438,234.86338806152344,33314200,114.62715148925781,115.63097381591797,113.50860595703125,115.23900604248047,103.26590728759766,6538023,133.75,135.3800048828125,130.92999267578125,134.13999938964844,132.34678649902344,106239800
2021-02-02,281.55999755859375,293.5,280.73333740234375,290.92999267578125,290.92999267578125,73038600,241.3000030517578,242.30999755859375,238.69000244140625,239.50999450683594,234.72621154785156,25916300,114.11090087890625,115.67877960205078,114.03441619873047,114.1873779296875,102.32353973388672,6633627,135.72999572753906,136.30999755859375,134.61000061035156,134.99000549316406,133.18539428710938,83305400
2021-02-03,292.3399963378906,292.6933288574219,284.35333251953125,284.89666748046875,284.89666748046875,55030500,239.57000732421875,245.08999633789062,239.25999450683594,243.0,238.146484375,27158100,113.80496978759766,114.53154754638672,112.92543029785156,113.88145446777344,102.04940032958984,7024308,135.75999450683594,135.77000427246094,133.61000061035156,133.94000244140625,132.14942932128906,89880900
2021-02-04,285.0,285.5,277.8066711425781,283.3299865722656,283.3299865722656,47438100,242.66000366210938,243.24000549316406,240.3699951171875,242.00999450683594,237.17626953125,25296100,114.63671112060547,115.77437591552734,113.64244842529297,115.6978988647461,103.67711639404297,4771957,136.3000030517578,137.39999389648438,134.58999633789062,137.38999938964844,135.55332946777344,84183100
2021-02-05,281.6666564941406,288.25665283203125,279.65667724609375,284.07666015625,284.07666015625,55699800,242.22999572753906,243.27999877929688,240.4199981689453,242.1999969482422,237.36245727539062,18054800,115.67877960205078,116.45315551757812,115.21988677978516,116.43403625488281,104.3367691040039,4775722,137.35000610351562,137.4199981689453,135.86000061035156,136.75999450683594,135.1333770751953,75693800
2021-02-08,289.8900146484375,292.5899963378906,284.9166564941406,287.8066711425781,287.8066711425781,60485100,243.14999389648438,243.67999267578125,240.80999755859375,242.47000122070312,237.6270751953125,22211900,117.22753143310547,118.52772521972656,117.01720428466797,118.17399597167969,105.89596557617188,6158848,136.02999877929688,136.9600067138672,134.9199981689453,136.91000366210938,135.2816162109375,71297200
2021-02-09,285.0400085449219,286.6000061035156,280.5833435058594,283.1533203125,283.1533203125,45473100,241.8699951171875,244.75999450683594,241.3800048828125,243.77000427246094,238.90110778808594,23565000,116.53919982910156,117.20841217041016,115.72657775878906,116.73040008544922,106.0001449584961,4933982,136.6199951171875,137.8800048828125,135.85000610351562,136.00999450683594,134.39230346679688,76774200
2021-02-10,281.21331787109375,281.6066589355469,266.67333984375,268.2733459472656,268.2733459472656,108648300,245.0,245.9199981689453,240.88999938964844,242.82000732421875,237.97007751464844,22186700,117.61949920654297,117.98279571533203,115.8795394897461,116.86424255371094,106.12167358398438,5090673,136.47999572753906,136.99000549316406,134.39999389648438,135.38999938964844,133.77963256835938,73046600
2021-02-11,270.8133239746094,276.6266784667969,267.24334716796875,270.5533447265625,270.5533447265625,64868400,244.77999877929688,245.14999389648438,242.14999389648438,244.49000549316406,239.60671997070312,15751100,116.63479614257812,116.83556365966797,115.3250503540039,115.59273529052734,104.967041015625,5629154,135.89999389648438,136.38999938964844,133.77000427246094,135.1300048828125,133.5227508544922,64280000
2021-02-12,267.086669921875,272.4433288574219,261.77667236328125,272.0400085449219,272.0400085449219,71304900,243.92999267578125,245.3000030517578,242.72999572753906,244.99000549316406,240.0967559814453,16561100,115.67877960205078,116.02294158935547,114.80879211425781,115.4875717163086,104.87154388427734,4049275,134.35000610351562,135.52999877929688,133.69000244140625,135.3699951171875,133.75990295410156,60145100
2021-02-16,272.6666564941406,273.6666564941406,264.14666748046875,265.40667724609375,265.40667724609375,59406900,245.02999877929688,246.1300048828125,242.9199981689453,243.6999969482422,238.83248901367188,26728500,114.86615753173828,115.2963638305664,114.11090087890625,114.7896728515625,104.23780059814453,6945231,135.49000549316406,136.00999450683594,132.7899932861328,133.19000244140625,131.60585021972656,80576300
2021-02-17,259.6966552734375,266.61334228515625,254.00332641601562,266.04998779296875,266.04998779296875,77989500,241.32000732421875,244.30999755859375,240.94000244140625,244.1999969482422,239.87368774414062,21653500,114.02485656738281,115.25812530517578,113.78585052490234,114.69407653808594,104.15100860595703,4141219,131.25,132.22000122070312,129.47000122070312,130.83999633789062,129.28378295898438,97918500
2021-02-18,260.29998779296875,264.89666748046875,258.75665283203125,262.4599914550781,262.4599914550781,53871300,241.8000030517578,243.92999267578125,240.86000061035156,243.7899932861328,239.47096252441406,16925600,115.20076751708984,115.62141418457031,114.43594360351562,115.42064666748047,104.81077575683594,5646413,129.1999969482422,130.0,127.41000366210938,129.7100067138672,128.16722106933594,96856700
2021-02-19,265.0,265.5966796875,259.1233215332031,260.4333190917969,260.4333190917969,56874900,243.75,243.86000061035156,240.17999267578125,240.97000122070312,236.70094299316406,25262600,115.43977355957031,115.44933319091797,113.17399597167969,113.75717163085938,103.30020904541016,6881320,130.24000549316406,130.7100067138672,128.8000030517578,129.8699951171875,128.3253173828125,87668800
2021-02-22,254.2133331298828,256.1666564941406,236.73333740234375,238.1666717529297,238.1666717529297,111809100,237.4199981689453,237.92999267578125,232.39999389648438,234.50999450683594,230.35537719726562,36446900,113.2887191772461,115.80306243896484,113.23136138916016,115.54492950439453,104.92364501953125,6149643,128.00999450683594,129.72000122070312,125.5999984741211,126.0,124.50135803222656,103916400
2021-02-23,220.7100067138672,237.8699951171875,206.3333282470703,232.94667053222656,232.94667053222656,199820700,230.3300018310547,234.8300018310547,228.72999572753906,233.27000427246094,229.13735961914062,30228700,115.602294921875,116.01338195800781,114.53154754638672,115.40152740478516,104.79341125488281,4739740,123.76000213623047,126.70999908447266,118.38999938964844,125.86000061035156,124.3630142211914,158273000
2021-02-24,237.28334045410156,248.3333282470703,231.38999938964844,247.33999633789062,247.33999633789062,110301000,230.00999450683594,235.1999969482422,229.0,234.5500030517578,230.39466857910156,26339700,115.4875717163086,118.05927276611328,115.21988677978516,117.79158782958984,106.96377563476562,6087720,124.94000244140625,125.55999755859375,122.2300033569336,125.3499984741211,123.85907745361328,111039900
2021-02-25,242.0500030517578,245.73666381835938,223.52667236328125,227.4066619873047,227.4066619873047,117071700,232.0800018310547,234.58999633789062,227.8800048828125,228.99000549316406,224.9331817626953,39542200,117.94454956054688,118.88145446777344,116.95984649658203,117.0841293334961,106.32135009765625,5953623,124.68000030517578,126.45999908447266,120.54000091552734,120.98999786376953,119.55094146728516,148199500
2021-02-26,233.3333282470703,235.56666564941406,219.836669921875,225.1666717529297,225.1666717529297,123267600,231.52999877929688,235.3699951171875,229.5399932861328,232.3800048828125,228.2631378173828,37819200,116.8738021850586,116.8738021850586,113.65200805664062,113.6998062133789,103.24812316894531,9467346,122.58999633789062,124.8499984741211,121.19999694824219,121.26000213623047,119.81774139404297,164560400
2021-03-01,230.0366668701172,239.6666717529297,228.35000610351562,239.47666931152344,239.47666931152344,81408600,235.89999389648438,237.47000122070312,233.14999389648438,236.94000244140625,232.74237060546875,25324000,115.05735778808594,116.94072723388672,114.58891296386719,115.43020629882812,104.8194580078125,5977367,123.75,127.93000030517578,122.79000091552734,127.79000091552734,126.27005767822266,116307900
2021-03-02,239.42666625976562,240.3699951171875,228.3333282470703,228.81333923339844,228.81333923339844,71196600,237.00999450683594,237.3000030517578,233.4499969482422,233.8699951171875,229.72671508789062,22812500,115.43020629882812,116.53919982910156,114.97132110595703,115.03823852539062,104.46353149414062,4732418,128.41000366210938,128.72000122070312,125.01000213623047,125.12000274658203,123.6318130493164,102260900
2021-03-03,229.3300018310547,233.56666564941406,217.23666381835938,217.73333740234375,217.73333740234375,90624000,232.16000366210938,233.5800018310547,227.25999450683594,227.55999755859375,223.52853393554688,34029500,115.20076751708984,117.23709106445312,114.7036361694336,116.97896575927734,106.2258529663086,7744898,124.80999755859375,125.70999908447266,121.83999633789062,122.05999755859375,120.60820770263672,112966300
2021-03-04,218.60000610351562,222.81666564941406,200.0,207.14666748046875,207.14666748046875,197758500,226.74000549316406,232.49000549316406,224.25999450683594,226.72999572753906,222.71322631835938,44727800,116.63479614257812,117.8011474609375,113.53728485107422,114.82791900634766,104.27253723144531,8439651,121.75,123.5999984741211,118.62000274658203,120.12999725341797,118.70116424560547,178155000
2021-03-05,208.68666076660156,209.27999877929688,179.8300018310547,199.31666564941406,199.31666564941406,268189500,229.52000427246094,233.27000427246094,226.4600067138672,231.60000610351562,227.4969482421875,41872800,115.33460998535156,118.3078384399414,114.96176147460938,117.42829895019531,106.63388061523438,7268968,120.9800033569336,121.94000244140625,117.56999969482422,121.41999816894531,119.97581481933594,153766600
2021-03-08,200.18333435058594,206.7100067138672,186.26333618164062,187.6666717529297,187.6666717529297,155361000,231.3699951171875,233.3699951171875,227.1300048828125,227.38999938964844,223.3615264892578,35267400,117.58126068115234,121.2715072631836,117.4760971069336,119.32122039794922,108.3528060913086,7572203,120.93000030517578,121.0,116.20999908447266,116.36000061035156,114.97601318359375,154376600
2021-03-09,202.72666931152344,226.02999877929688,198.40333557128906,224.52667236328125,224.52667236328125,202569900,232.8800048828125,235.3800048828125,231.6699981689453,233.77999877929688,229.63832092285156,33080500,119.8852767944336,120.86997985839844,118.6998062133789,118.71892547607422,107.80587005615234,5867014,119.02999877929688,122.05999755859375,118.79000091552734,121.08999633789062,119.64974212646484,129525800
2021-03-10,233.43333435058594,239.28334045410156,218.35333251953125,222.68666076660156,222.68666076660156,181817100,237.0,237.0,232.0399932861328,232.4199981689453,228.30239868164062,29746800,119.55066680908203,122.60037994384766,119.13002014160156,122.24665069580078,111.00931549072266,7581199,121.69000244140625,122.16999816894531,119.44999694824219,119.9800033569336,118.55294799804688,111943300
2021-03-11,233.13333129882812,234.1666717529297,225.72666931152344,233.1999969482422,233.1999969482422,108761700,234.9600067138672,239.1699981689453,234.30999755859375,237.1300048828125,232.928955078125,29907600,122.45697784423828,122.98279571533203,121.20458984375,121.54875946044922,110.37557220458984,5383657,122.54000091552734,123.20999908447266,121.26000213623047,121.95999908447266,120.5093994140625,103026500
2021-03-12,223.3333282470703,231.6266632080078,222.04666137695312,231.2433319091797,231.2433319091797,100751400,234.00999450683594,235.82000732421875,233.22999572753906,235.75,231.57342529296875,22653700,121.5965576171875,122.06501007080078,121.04206848144531,121.99808502197266,110.78359985351562,4194565,120.4000015258789,121.16999816894531,119.16000366210938,121.02999877929688,119.59046936035156,88105100
2021-03-15,231.3633270263672,237.72666931152344,228.01333618164062,235.97999572753906,235.97999572753906,88006800,234.9600067138672,235.19000244140625,231.80999755859375,234.80999755859375,230.6500701904297,26034900,122.15105438232422,123.08795166015625,121.93116760253906,122.92543029785156,111.62569427490234,3577948,121.41000366210938,124.0,120.41999816894531,123.98999786376953,122.5152587890625,92403800
2021-03-16,234.4499969482422,235.97332763671875,223.6666717529297,225.6266632080078,225.6266632080078,96587100,236.27999877929688,240.05999755859375,235.94000244140625,237.7100067138672,233.4987030029297,28092200,122.63862609863281,122.86807250976562,121.73995971679688,122.60037994384766,111.33051300048828,4867247,125.69999694824219,127.22000122070312,124.72000122070312,125.56999969482422,124.07646942138672,115227900
2021-03-17,218.9566650390625,234.57666015625,217.00332641601562,233.93666076660156,233.93666076660156,121117500,236.14999389648438,238.5500030517578,233.22999572753906,237.0399932861328,232.84056091308594,29562100,122.81070709228516,123.79541015625,121.88336181640625,123.35564422607422,112.01637268066406,4488804,124.05000305175781,125.86000061035156,122.33999633789062,124.76000213623047,123.2761001586914,111932600
2021-03-18,228.09666442871094,229.7433319091797,217.3333282470703,217.72000122070312,217.72000122070312,99674400,232.55999755859375,234.19000244140625,230.3300018310547,230.72000122070312,226.6325225830078,34833000,123.26959991455078,125.23900604248047,122.17017364501953,124.34034729003906,112.9105453491211,6104142,122.87999725341797,123.18000030517578,120.31999969482422,120.52999877929688,119.0964126586914,121229700
2021-03-19,215.53334045410156,219.07666015625,208.2066650390625,218.2899932861328,218.2899932861328,128682000,231.02000427246094,232.47000122070312,229.35000610351562,230.35000610351562,226.26910400390625,46430700,124.3021011352539,124.7036361694336,122.87763214111328,123.23136138916016,111.90350341796875,10297870,119.9000015258789,121.43000030517578,119.68000030517578,119.98999786376953,118.56283569335938,185549500
2021-03-22,228.19667053222656,233.2066650390625,222.9166717529297,223.3333282470703,223.3333282470703,118536600,230.27000427246094,236.89999389648438,230.13999938964844,235.99000549316406,231.80917358398438,30127000,122.84894561767578,124.97132110595703,122.26577758789062,124.80879211425781,113.3359375,4356485,120.33000183105469,123.87000274658203,120.26000213623047,123.38999938964844,121.92239379882812,111912300
2021-03-23,225.2566680908203,225.93333435058594,219.1699981689453,220.72000122070312,220.72000122070312,91475700,237.49000549316406,241.0500030517578,237.07000732421875,237.5800018310547,233.3710174560547,31638400,124.7036361694336,125.77437591552734,124.09178161621094,124.7227554321289,113.25780487060547,4556794,123.33000183105469,124.23999786376953,122.13999938964844,122.54000091552734,121.08251190185547,95467100
2021-03-24,222.6366729736328,222.67333984375,210.0366668701172,210.08999633789062,210.08999633789062,101385600,237.85000610351562,238.0,235.32000732421875,235.4600067138672,231.28857421875,25620100,125.19120788574219,126.3001937866211,124.82791900634766,124.87571716308594,113.3967056274414,4189230,122.81999969482422,122.9000015258789,120.06999969482422,120.08999633789062,118.6616439819336,88530500
2021-03-25,204.3333282470703,215.1666717529297,203.1666717529297,213.4633331298828,213.4633331298828,117674700,235.3000030517578,236.94000244140625,231.57000732421875,232.33999633789062,228.22381591796875,34061900,124.59847259521484,127.38050079345703,124.06309509277344,127.21797180175781,115.52364349365234,5809484,119.54000091552734,121.66000366210938,119.0,120.58999633789062,119.15569305419922,98844700
2021-03-26,213.9566650390625,214.60667419433594,199.9633331298828,206.23666381835938,206.23666381835938,101558400,231.5500030517578,236.7100067138672,231.5500030517578,236.47999572753906,232.2904815673828,25479900,127.42829895019531,130.47801208496094,127.26577758789062,130.38241577148438,118.39722442626953,5823710,120.3499984741211,121.4800033569336,118.91999816894531,121.20999908447266,119.76831817626953,94071200
2021-03-29,205.2133331298828,205.4933319091797,198.67333984375,203.76333618164062,203.76333618164062,85911000,236.58999633789062,236.8000030517578,231.8800048828125,235.24000549316406,231.0724639892578,25227500,130.0,131.0420684814453,129.55067443847656,129.88528442382812,117.94577026367188,4835344,121.6500015258789,122.58000183105469,120.7300033569336,121.38999938964844,119.94618225097656,80819200
2021-03-30,200.5833282470703,212.55332946777344,197.00332641601562,211.8733367919922,211.8733367919922,118297200,233.52999877929688,233.85000610351562,231.10000610351562,231.85000610351562,227.74252319335938,24792000,129.88528442382812,130.27725219726562,128.12619018554688,128.79541015625,116.9560775756836,5010758,120.11000061035156,120.4000015258789,118.86000061035156,119.9000015258789,118.47390747070312,85671900
2021-03-31,215.5399932861328,224.0,213.70333862304688,222.64332580566406,222.64332580566406,100011900,232.91000366210938,239.10000610351562,232.38999938964844,235.77000427246094,231.59304809570312,43623500,128.62332153320312,128.78585815429688,126.8738021850586,127.39962005615234,115.68860626220703,5172575,121.6500015258789,123.5199966430664,121.1500015258789,122.1500015258789,120.6971435546875,118323800
2021-04-01,229.4566650390625,230.80667114257812,219.80667114257812,220.5833282470703,220.5833282470703,105895200,238.47000122070312,242.83999633789062,238.0500030517578,242.35000610351562,238.05648803710938,30338000,127.87763214111328,128.04014587402344,126.45315551757812,127.37093353271484,115.66255950927734,4261404,123.66000366210938,124.18000030517578,122.48999786376953,123.0,121.53704071044922,75089100
2021-04-05,235.90333557128906,236.05332946777344,228.23333740234375,230.35000610351562,230.35000610351562,125528400,242.75999450683594,249.9600067138672,242.6999969482422,249.07000732421875,244.65745544433594,36910600,127.76290893554688,130.67877197265625,127.53346252441406,129.9521942138672,118.00653839111328,5722980,123.87000274658203,126.16000366210938,123.06999969482422,125.9000015258789,124.40254211425781,88651200
2021-04-06,230.10000610351562,232.18333435058594,227.1233367919922,230.5399932861328,230.5399932861328,84815400,247.61000061035156,249.39999389648438,246.8800048828125,247.86000061035156,243.4688720703125,22931900,129.61758422851562,129.67495727539062,128.193115234375,128.31739807128906,116.52201080322266,3787566,126.5,127.12999725341797,125.6500015258789,126.20999908447266,124.70885467529297,80171300
2021-04-07,229.0,230.4600067138672,222.6133270263672,223.6566619873047,223.6566619873047,78928200,247.80999755859375,250.92999267578125,247.19000244140625,249.89999389648438,245.4727325439453,22719800,127.95410919189453,129.0057373046875,127.8967514038086,128.9961700439453,117.13839721679688,3112896,125.83000183105469,127.91999816894531,125.13999938964844,127.9000015258789,126.37875366210938,83466700
2021-04-08,225.7933349609375,229.85000610351562,223.88333129882812,227.93333435058594,227.93333435058594,71772900,252.77000427246094,254.13999938964844,252.0,253.25,248.76339721679688,23625200,128.65200805664062,129.66539001464844,128.26004028320312,129.17782592773438,117.30335235595703,4275211,128.9499969482422,130.38999938964844,128.52000427246094,130.36000061035156,128.80947875976562,88844600
2021-04-09,225.92333984375,226.99000549316406,223.14332580566406,225.67333984375,225.67333984375,64311300,252.8699951171875,255.99000549316406,252.44000244140625,255.85000610351562,251.31732177734375,24326800,128.93881225585938,129.7705535888672,128.78585815429688,129.76100158691406,117.83291625976562,3162999,129.8000030517578,133.0399932861328,129.47000122070312,133.0,131.4180908203125,106686700
2021-04-12,228.56666564941406,234.93333435058594,227.3633270263672,233.9933319091797,233.9933319091797,87407100,254.7100067138672,257.6700134277344,254.6199951171875,255.91000366210938,251.37625122070312,27148700,129.08221435546875,129.4168243408203,127.96366882324219,128.67112731933594,116.84323120117188,3926684,132.52000427246094,132.85000610351562,130.6300048828125,131.24000549316406,129.6790313720703,91420000
2021-04-13,237.56666564941406,254.3333282470703,236.8866729736328,254.10667419433594,254.10667419433594,133958400,257.260009765625,259.19000244140625,256.8299865722656,258.489990234375,253.91055297851562,23837500,127.15105438232422,127.74378967285156,124.64627075195312,125.41108703613281,113.88285827636719,8403041,132.44000244140625,134.66000366210938,131.92999267578125,134.42999267578125,132.83106994628906,91266500
2021-04-14,256.8999938964844,260.2633361816406,242.67666625976562,244.07666015625,244.07666015625,147052200,257.4800109863281,258.8299865722656,255.16000366210938,255.58999633789062,251.06192016601562,23070900,125.53536987304688,126.94072723388672,124.78011322021484,126.79732513427734,115.14167785644531,6137928,134.94000244140625,135.0,131.66000366210938,132.02999877929688,130.45962524414062,87222800
2021-04-15,247.6999969482422,247.89666748046875,240.43666076660156,246.28334045410156,246.28334045410156,83546700,257.92999267578125,259.92999267578125,257.7300109863281,259.5,254.90264892578125,25627500,127.41873931884766,127.98279571533203,126.40535736083984,126.74951934814453,115.09825897216797,4062664,133.82000732421875,135.0,133.63999938964844,134.5,132.9002227783203,89347100
2021-04-16,242.88333129882812,249.80332946777344,241.53334045410156,246.5933380126953,246.5933380126953,83938500,259.4700012207031,261.0,257.6000061035156,260.739990234375,256.1206970214844,24878600,127.15105438232422,128.2026824951172,127.1032485961914,127.71510314941406,115.97509002685547,5535223,134.3000030517578,134.6699981689453,133.27999877929688,134.16000366210938,132.56431579589844,84922400
2021-04-19,239.86666870117188,241.8000030517578,230.60000610351562,238.2100067138672,238.2100067138672,119058600,260.19000244140625,261.4800109863281,257.82000732421875,258.739990234375,254.15609741210938,23209300,127.72466278076172,127.93498992919922,126.74951934814453,127.26577758789062,115.56707000732422,8575736,133.50999450683594,135.47000122070312,133.33999633789062,134.83999633789062,133.23619079589844,94264200
2021-04-20,239.13999938964844,245.75,236.89666748046875,239.663330078125,239.663330078125,106827000,257.82000732421875,260.20001220703125,256.8399963378906,258.260009765625,253.6846160888672,19722900,131.0420684814453,133.62332153320312,130.68833923339844,132.08413696289062,119.9425048828125,16192708,135.02000427246094,135.52999877929688,131.80999755859375,133.11000061035156,131.52679443359375,94812300
2021-04-21,234.92333984375,248.27999877929688,232.6666717529297,248.0399932861328,248.0399932861328,93646500,258.94000244140625,260.67999267578125,257.25,260.5799865722656,255.96356201171875,24030400,131.988525390625,137.4091796875,131.65391540527344,137.23709106445312,124.62178039550781,12456814,132.36000061035156,133.75,131.3000030517578,133.5,131.9121551513672,68847100
2021-04-22,247.1666717529297,251.2566680908203,239.34666442871094,239.89666748046875,239.89666748046875,106770900,260.2099914550781,261.7799987792969,255.63999938964844,257.1700134277344,252.61395263671875,25606200,137.3804931640625,138.374755859375,134.7992401123047,135.06692504882812,122.6511001586914,7428064,133.0399932861328,134.14999389648438,131.41000366210938,131.94000244140625,130.3706817626953,84566500
2021-04-23,239.93333435058594,245.7866668701172,238.48666381835938,243.13333129882812,243.13333129882812,85110000,257.8800048828125,261.510009765625,257.2699890136719,261.1499938964844,256.5234375,21462600,135.09559631347656,137.29444885253906,134.75143432617188,136.16635131835938,123.64947509765625,4765576,132.16000366210938,135.1199951171875,132.16000366210938,134.32000732421875,132.72239685058594,78657500
2021-04-26,247.0,249.76666259765625,244.20333862304688,246.06666564941406,246.06666564941406,93115500,261.6600036621094,262.44000244140625,260.1700134277344,261.54998779296875,256.9163513183594,19763300,136.1567840576172,137.31358337402344,135.2581329345703,135.3441619873047,122.9028549194336,4927497,134.8300018310547,135.05999755859375,133.55999755859375,134.72000122070312,133.11764526367188,66905100
2021-04-27,239.32000732421875,241.3333282470703,234.4499969482422,234.913330078125,234.913330078125,88311000,261.5799865722656,263.19000244140625,260.1199951171875,261.9700012207031,257.32891845703125,31014200,135.45889282226562,136.29063415527344,134.5602264404297,135.7648162841797,123.28484344482422,4062664,135.00999450683594,135.41000366210938,134.11000061035156,134.38999938964844,132.7915496826172,66015800
2021-04-28,232.1366729736328,236.1666717529297,231.1999969482422,231.46665954589844,231.46665954589844,66813000,256.0799865722656,256.5400085449219,252.9499969482422,254.55999755859375,250.05020141601562,46903100,136.63479614257812,137.09368896484375,135.85086059570312,136.71128845214844,124.14431762695312,3941433,134.30999755859375,135.02000427246094,133.0800018310547,133.5800018310547,131.99118041992188,107760100
2021-04-29,233.1699981689453,234.0833282470703,222.8333282470703,225.6666717529297,225.6666717529297,86536200,255.4600067138672,256.1000061035156,249.0,252.50999450683594,248.0364990234375,40589000,137.7915802001953,142.1988525390625,136.69215393066406,137.89674377441406,125.22077941894531,4554179,136.47000122070312,137.07000732421875,132.4499969482422,133.47999572753906,131.8923797607422,151101000
2021-04-30,222.52999877929688,238.49000549316406,222.04666137695312,236.47999572753906,236.47999572753906,122276100,249.74000549316406,253.0800018310547,249.60000610351562,252.17999267578125,247.7123260498047,30945100,137.3804931640625,137.50477600097656,134.3690185546875,135.64053344726562,123.17198181152344,9280321,131.77999877929688,133.55999755859375,131.07000732421875,131.4600067138672,129.8964080810547,109839500
2021-05-03,234.60000610351562,235.3333282470703,226.8333282470703,228.3000030517578,228.3000030517578,81129300,253.39999389648438,254.35000610351562,251.1199951171875,251.86000061035156,247.3980255126953,19626600,137.48565673828125,139.34034729003906,137.23709106445312,138.3843231201172,125.6635513305664,5997241,132.0399932861328,134.07000732421875,131.8300018310547,132.5399932861328,130.9635772705078,75135100
2021-05-04,226.31333923339844,227.81666564941406,219.23333740234375,224.53334045410156,224.53334045410156,89217900,250.97000122070312,251.2100067138672,245.75999450683594,247.7899932861328,243.40011596679688,32756100,138.0592803955078,140.14340209960938,137.9827880859375,139.34034729003906,126.53170776367188,6642623,131.19000244140625,131.49000549316406,126.69999694824219,127.8499984741211,126.32933807373047,137564700
